c_iss_pf,c_oss_pf,channels,configuration,division,i_d_25c_a,i_d_pulse_a,ispn,last_update_sami_pss,parameter_group_name,product_category,product_line,product_name,q_g_10v_nc,q_g_4_5v_nc,qualification,r_ds_on_10v_mohm,r_ds_on_25c_mohm,r_ds_on_4_5v_mohm,sales_product_number,technology_sami,v_ds_v,v_gs_th_max_v,v_gs_th_min_v,v_gs_th_typ_v,voltage_class_v
,,,,PSS,279.0,1116.0,IWRQ879P78PL1,2025-05-20 06:58:04.092,Category 54,Prod Category 24,51,IWRQ879P78PL1,128.0,,Industrial,1.9,,,SP881330736,Category 38,100.0,3.8,2.2,3.0,100.0
,,,,PSS,11.0,24.0,IWO98S188Q2,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO98S188Q2,68.0,,Industrial,500.0,,,SP885134414,Category 2,900.0,3.5,2.5,3.0,
,,,,PSS,,,EVOT_EYABE_WUQ_388V_B0,2025-05-20 06:58:04.092,,Prod Category 5,52,,,,,,,,SP881036767,,,,,,
,,,,PSS,68.0,,ISYJ0040,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,,75.0,,Standard,8.0,,,SP887116373,Category 53,75.0,3.7,2.1,2.9,
700.0,235.0,,,PSS,-3.44,-13.8,VBU672SPV X,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,VBU672SPV X,20.0,,Automotive,130.0,,,SP881212413,Category 52,-60.0,-4.0,-2.1,,
,,,,PSS,1.7,4.1,IWP18S2N8QE,2025-05-20 06:58:04.092,Category 30,Prod Category 19,52,IWP18S2N8QE,4.3,,Non-Automotive,3000.0,,,SP887353404,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,35.0,,ISYS138K,2025-05-20 06:58:04.092,Category 8,,51,,39.0,,Standard,28.5,,,SP887160658,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,170.0,,ISY6051L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,36.0,Standard,2.2,,3.2,SP887156963,Category 53,30.0,2.35,1.35,1.8,
2650.0,708.0,,,PSS,11.7,-47.0,VBU728W82B J,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,VBU728W82B J,-61.0,,Industrial,13.0,,,SP888672468,Category 45,-30.0,,,-1.5,
,,,1 Independent,PSS,,,IMJ76X61Q1,2025-05-20 06:58:04.092,Category 42,Prod Category 31,52,,,,Industrial,,,,SP887625295,Category 28,,,,,
,,,,PSS,36.0,144.0,VBQ328P51PBYM,2025-05-20 06:58:04.092,Category 36,Prod Category 24,51,VBQ328P51PBYM,34.0,,Industrial,43.0,,,SP887091776,Category 44,250.0,,,3.0,250.0
,,,,PSS,17.0,72.0,IWVE61S731QYM0O,2025-05-20 06:58:04.092,Category 2,Prod Category 19,52,IWVE61S731QYM0O,,,Automotive,145.0,,,SP881294343,Category 10,650.0,4.5,3.5,4.0,650.0
,,,,PSS,-14.0,,ISTIV9232,2025-05-20 06:58:04.092,Category 39,Prod Category 9,18,,,31.0,Standard,105.0,,170.0,SP887114516,Category 30,-55.0,,-1.0,,
9300.0,1500.0,,,PSS,120.0,480.0,IWW852P84P1,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,IWW852P84P1,133.0,,Industrial,2.3,,,SP887725345,Category 38,80.0,3.8,2.2,3.0,
,,,,PSS,,,SEY_4NF_JYJM_WBA,2025-05-20 06:58:04.092,,,52,,,,Consumer,,,,SP886726181,,,,,,
2100.0,240.0,,,PSS,45.0,180.0,VBV761P71PK2 X,2025-05-20 06:58:04.092,Category 10,Prod Category 15,51,VBV761P71PK2 X,26.0,,Industrial,16.5,,,SP881325541,Category 33,150.0,4.0,2.0,3.0,
,,,,PSS,433.0,1731.0,VBQ881P82TB1I,2025-05-20 06:58:04.092,Category 36,Prod Category 21,15,VBQ881P82TB1I,128.0,63.0,Industrial,0.55,,0.95,SP883479843,Category 38,30.0,2.0,1.0,1.5,30.0
,,,,PSS,110.0,,ISYB0138,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,88.0,,Standard,5.1,,,SP887160903,Category 53,60.0,3.7,2.1,2.9,
,,,,PSS,35.0,,ISYJ0793,2025-05-20 06:58:04.092,Category 19,Prod Category 15,51,,,,Standard,16.4,,,SP887116353,Category 55,100.0,,,,
4600.0,820.0,,,PSS,80.0,400.0,IWW829P83T X,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,IWW829P83T X,59.0,28.0,Industrial,3.9,,5.2,SP888648045,Category 33,40.0,2.0,1.2,1.71,
3800.0,710.0,,,PSS,50.0,200.0,VBQ860P86TB2 X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,VBQ860P86TB2 X,51.0,23.0,Industrial,6.7,,12.1,SP888317843,Category 33,60.0,2.2,1.2,1.7,
,,,,PSS,41.0,,ISYB37P71M,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,72.0,,Standard,45.0,,,SP887102306,Category 30,150.0,5.5,3.0,4.25,
,,,,PSS,94.0,,ISY7878KB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,63.0,,Standard,7.5,,,SP887163344,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,103.0,410.0,IBN853PE5TL1,2025-05-20 06:58:04.092,Category 19,,15,IBN853PE5TL1,14.8,6.9,Industrial,2.4,,3.4,SP885596015,Category 38,25.0,2.0,1.2,1.6,25.0
,,,,PSS,123.0,,ISYJ0741,2025-05-20 06:58:04.092,Category 19,Prod Category 15,51,,,,Standard,5.2,,,SP887166685,Category 55,100.0,,,,
,,,,PSS,-16.4,-65.6,IWM988W86PL,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM988W86PL,-27.0,,Industrial,90.0,,,SP883940514,Category 31,-60.0,,,-3.0,-60.0
,,,,PSS,21.0,63.0,SPI57P18Q2,2025-05-20 06:58:04.092,Category 14,Prod Category 15,52,SPI57P18Q2,95.0,,Industrial,190.0,,,SP888647875,Category 2,500.0,3.9,2.1,3.0,
,,,,PSS,17.0,,ISYV3879,2025-05-20 06:58:04.092,Category 38,Prod Category 27,51,,13.0,,Standard,95.0,,,SP887105208,Category 30,150.0,4.9,3.0,3.95,
,,,,PSS,230.0,,ISYB2780,2025-05-20 06:58:04.092,Category 3,,18,,160.0,,Standard,3.0,,,SP887102244,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,128.0,,ISYV2280K,2025-05-20 06:58:04.092,Category 38,Prod Category 27,18,,79.0,,Standard,5.8,,,SP887163824,Category 30,75.0,4.0,2.0,3.0,
9290.0,3570.0,,,PSS,-70.0,-280.0,IWM835W82T2 X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,IWM835W82T2 X,131.0,,Industrial,4.2,,,SP888302955,Category 45,-30.0,-1.0,-2.0,,
,,,,PSS,13.3,43.0,IWM91S318WYM0,2025-05-20 06:58:04.092,Category 8,,52,IWM91S318WYM0,43.0,,Industrial,450.0,,,SP881130871,Category 19,950.0,3.5,2.5,3.0,950.0
,,,,PSS,18.5,56.0,IST68JB774,2025-05-20 06:58:04.092,Category 19,Prod Category 15,18,IST68JB774,,5.3,Standard,17.0,,23.5,SP887195514,Category 38,60.0,2.3,1.2,1.7,
,,,,PSS,18.0,53.0,IWW68S748W0,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW68S748W0,25.0,,Industrial,180.0,,,SP887686824,Category 18,600.0,4.0,3.0,3.5,
,,,,PSS,35.0,,ISYV1671,2025-05-20 06:58:04.092,Category 38,Prod Category 27,51,,26.0,,Standard,39.0,,,SP887101123,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,16.0,,ISY0481KWVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,18.0,Standard,6.8,,8.7,SP887113298,Category 30,30.0,2.25,1.35,1.8,
,,,,PSS,280.0,,ISYJ4282,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,,,58.0,Standard,1.1,,1.7,SP887113458,Category 53,30.0,2.2,1.2,1.7,
4100.0,980.0,,,PSS,100.0,400.0,IWV856P86P,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,IWV856P86P,56.0,,Industrial,2.6,,,SP888965735,Category 38,60.0,3.3,2.1,2.8,
,,,,PSS,10.0,,ISY0308,2025-05-20 06:58:04.092,Category 29,Prod Category 15,18,,,29.0,Standard,13.0,,15.0,SP887108226,Category 30,40.0,2.0,0.8,1.4,
,,,,PSS,194.0,776.0,IBQ828P75PL6,2025-05-20 06:58:04.092,Category 36,,51,IBQ828P75PL6,59.0,,Industrial,3.04,,,SP881104250,Category 42,120.0,3.6,2.6,3.1,120.0
,,,,PSS,78.0,,IBQ820P82T1IB,2025-05-20 06:58:04.092,Category 36,Prod Category 21,15,IBQ820P82T1IB,17.0,8.5,Standard,3.7,,5.2,SP881384684,Category 31,30.0,2.0,1.2,,
,,,,PSS,22.0,,ISTIK23P,2025-05-20 06:58:04.092,Category 39,Prod Category 15,18,,,16.7,Standard,35.0,,60.0,SP887102458,Category 30,55.0,2.0,1.0,1.5,
,,,,PSS,144.0,,ILR38S877L5J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,51,ILR38S877L5J,,,Industrial,,11.3,,SP881971098,Category 26,400.0,,,,400.0
,,,,PSS,,23.0,IXTM68S798M7,2025-05-20 06:58:04.092,Category 11,Prod Category 7,52,IXTM68S798M7,,,Industrial,,,,SP887081356,Category 0,600.0,1.6,0.9,1.2,600.0
,,,,PSS,-0.76,,ISTLT1782,2025-05-20 06:58:04.092,Category 31,Prod Category 9,15,,3.4,,Standard,600.0,,1000.0,SP887105936,Category 30,-30.0,,-1.0,,
,,,,PSS,42.0,,ISTS5981,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,,23.0,Standard,27.0,,40.0,SP887169828,Category 30,55.0,2.0,1.0,1.5,
1600.0,530.0,,,PSS,130.0,520.0,VBQ8187PBI,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ8187PBI,24.0,11.4,Industrial,1.9,,2.4,SP887544738,Category 38,30.0,2.0,1.2,1.82,
,,,,PSS,13.8,40.0,IWW68S548Q6,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW68S548Q6,43.0,,Non-Automotive,280.0,,,SP888631854,Category 4,600.0,3.5,2.5,,
,,,,PSS,340.0,,ISYB2883,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,,160.0,,Standard,1.75,,,SP887110576,Category 30,40.0,4.0,2.0,3.0,
,,,,PSS,9.0,27.0,IWO91S018W0,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO91S018W0,23.0,,Non-Automotive,750.0,,,SP887095283,Category 18,950.0,3.5,2.5,3.0,
,,,,PSS,18.0,,ISY4026,2025-05-20 06:58:04.092,Category 29,Prod Category 9,15,,,17.0,Standard,4.8,,6.8,SP887166135,Category 53,30.0,2.35,1.35,1.8,
,,,,PSS,76.0,,ISYV0040,2025-05-20 06:58:04.092,Category 38,Prod Category 27,18,,73.0,,Standard,8.4,,,SP887108094,Category 53,75.0,3.7,2.1,2.9,
,,,,PSS,143.0,572.0,IWRX813P71PL1,2025-05-20 06:58:04.092,Category 52,,51,IWRX813P71PL1,58.0,,Industrial,5.4,,,SP881606915,Category 38,150.0,4.6,3.0,3.8,150.0
,,,,PSS,81.0,,OILMC01S858L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,OILMC01S858L7J,,,Automotive,,20.0,,SP881196744,Category 25,750.0,,,,750.0
,,,,PSS,12.0,40.0,IWW68S518QW,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW68S518QW,26.0,,Non-Automotive,250.0,,,SP888214726,Category 12,600.0,3.5,2.5,,
2300.0,710.0,,,PSS,40.0,160.0,VBK814P82LB X,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK814P82LB X,30.0,14.0,Industrial,5.0,,6.4,SP888277184,Category 36,30.0,2.0,1.0,,
,,,,PSS,,207.0,IWMC68S838B0O,2025-05-20 06:58:04.092,Category 22,,52,IWMC68S838B0O,83.0,,Automotive,,,,SP881148714,Category 22,600.0,4.5,3.5,4.0,600.0
,,,,PSS,42.0,,ISYS5380,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,74.0,,Standard,26.0,,,SP887100944,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,10.0,34.0,IWW98S238Q2,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW98S238Q2,93.0,,Industrial,340.0,,,SP885134498,Category 2,900.0,3.5,2.5,3.0,
,,,,PSS,104.0,,ISYV3771,2025-05-20 06:58:04.092,Category 38,Prod Category 27,51,,77.0,,Standard,11.0,,,SP887161985,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,7.3,,ISY0587,2025-05-20 06:58:04.092,Category 29,Prod Category 15,18,,19.0,,Standard,30.0,,50.0,SP887119024,Category 30,30.0,,1.0,,
83.0,13.0,,,PSS,0.19,-0.19,VBB795W,2025-05-20 06:58:04.092,Category 34,Prod Category 15,15,VBB795W,-4.9,,Automotive,12000.0,,,SP887830635,Category 52,-250.0,-2.0,-1.0,,
,,,,PSS,103.0,,ISY2678B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,100.0,,Standard,11.6,,,SP887103613,Category 30,100.0,4.0,2.0,3.0,
1700.0,250.0,,,PSS,45.0,164.0,VBQ796P78PB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,51,VBQ796P78PB X,25.0,,Industrial,19.6,,,SP888209683,Category 31,100.0,4.0,2.0,3.0,
,,,,PSS,45.0,211.0,IWVE61S818QYM0O,2025-05-20 06:58:04.092,Category 2,Prod Category 19,52,IWVE61S818QYM0O,,,Automotive,50.0,,,SP881229898,Category 10,650.0,4.5,3.5,4.0,650.0
,,,,PSS,-38.0,,ISY1578B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,150.0,,Standard,60.0,,,SP887113858,Category 30,-100.0,-4.0,-2.0,-3.0,
2000.0,490.0,,,PSS,45.0,180.0,IWM812P86P,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,IWM812P86P,27.0,,Industrial,5.3,,,SP888965724,Category 38,60.0,3.3,2.1,2.8,
,,,,PSS,-3.0,,ISTLT1582XWVY,2025-05-20 06:58:04.092,Category 31,Prod Category 15,15,,9.5,,Standard,98.0,,165.0,SP887160555,Category 30,-30.0,-2.5,-1.0,-1.75,
,,,,PSS,150.0,,ISTV3725,2025-05-20 06:58:04.092,Category 38,,15,,,36.0,Standard,3.5,,4.5,SP887114728,,30.0,2.35,1.35,1.8,
,,,,PSS,53.0,,ISYS5280K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,50.0,,Standard,16.0,,,SP887111884,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,168.0,,ISY6492L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,25.0,Standard,1.6,,2.1,SP887127078,Category 30,25.0,2.1,1.1,1.6,
,,,,PSS,,,EVOT_38F_YTZ_W0_918V,2025-05-20 06:58:04.092,,Prod Category 6,52,EVOT_38F_YTZ_W0_918V,,,,,,,SP885481613,,,,,,
,,,,PSS,12.5,34.0,IWB08S268W0B,2025-05-20 06:58:04.092,Category 16,Prod Category 15,52,IWB08S268W0B,16.4,,Non-Automotive,360.0,,,SP887399075,Category 18,700.0,3.5,2.5,3.0,
,,,,PSS,33.0,79.0,IWMM68S898QYM0,2025-05-20 06:58:04.092,Category 6,Prod Category 19,52,IWMM68S898QYM0,42.0,,Industrial,90.0,,,SP881868116,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,6.8,12.0,IWB68S7N8QE,2025-05-20 06:58:04.092,Category 16,Prod Category 19,52,IWB68S7N8QE,13.0,,Non-Automotive,1000.0,,,SP887307503,Category 6,600.0,3.5,2.5,,
910.0,390.0,,,PSS,,160.0,IBK8187PTB,2025-05-20 06:58:04.092,Category 19,Prod Category 21,15,IBK8187PTB,13.6,6.3,Standard,3.1,,3.9,SP881383424,Category 48,25.0,2.0,1.2,,25.0
,,,,PSS,106.0,,ISY6676,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,29.0,Standard,5.0,,6.2,SP887151153,Category 30,40.0,2.25,1.35,1.8,
45.0,21.0,,,PSS,0.39,-1.56,VBM552W,2025-05-20 06:58:04.092,Category 33,Prod Category 15,15,VBM552W,,,Automotive,,,1200.0,SP888953803,Category 45,-20.0,-1.2,-0.6,-0.9,
,,,,PSS,20.0,66.0,IWW68S768W0,2025-05-20 06:58:04.092,Category 38,Prod Category 19,52,IWW68S768W0,31.0,,Industrial,160.0,,,SP887466703,Category 18,600.0,4.0,3.0,3.5,600.0
,,,,PSS,24.0,,ISYS53P71M,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,30.0,,Standard,95.0,,,SP887104783,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,3.0,,ISY0782WVY-7,2025-05-20 06:58:04.092,Category 29,,18,,12.0,,Standard,130.0,,200.0,SP887108564,Category 30,600.0,3.0,1.0,,
,,,,PSS,8.7,,ISY0387WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,32.0,Standard,,,22.0,SP887119453,Category 30,20.0,,0.7,,
,,,,PSS,3.0,4.5,IWP68S5N8WYM0B,2025-05-20 06:58:04.092,Category 30,Prod Category 15,52,IWP68S5N8WYM0B,,,Standard,2000.0,,,SP882392088,Category 19,600.0,4.5,3.5,4.0,600.0
,,,,PSS,-2.3,,ISTLT9282,2025-05-20 06:58:04.092,Category 31,Prod Category 15,15,,,2.0,Standard,165.0,,270.0,SP887114466,Category 30,-30.0,-2.4,-1.3,-1.85,
,,,,PSS,-3.4,,ISY1482,2025-05-20 06:58:04.092,Category 55,Prod Category 9,15,,25.0,,Standard,112.0,,190.0,SP887163166,Category 30,-40.0,-3.0,-1.0,-2.0,
,,,,PSS,98.0,,ICE810P78PL6BQ,2025-05-20 06:58:04.092,Category 19,,51,ICE810P78PL6BQ,27.0,,Industrial,5.7,,,SP881606614,Category 42,100.0,3.3,2.3,2.8,100.0
,,,,PSS,130.0,,IST7883,2025-05-20 06:58:04.092,Category 38,,18,,,66.7,Standard,6.5,,9.0,SP887160783,Category 30,40.0,,1.0,1.0,
,,,,PSS,25.0,97.0,IWV68S898QYM0,2025-05-20 06:58:04.092,Category 3,Prod Category 19,52,IWV68S898QYM0,51.0,,Non-Automotive,90.0,,,SP885657725,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,68.0,,ILVX38S851L5J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,51,ILVX38S851L5J,,,Industrial,,25.4,,SP886863667,Category 26,400.0,,,,400.0
,,,,PSS,5.1,,ISY0471,2025-05-20 06:58:04.092,Category 29,Prod Category 15,51,,25.0,,Standard,43.0,,,SP887101518,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,85.0,340.0,IBQ804P75PL6,2025-05-20 06:58:04.092,Category 36,,51,IBQ804P75PL6,21.0,,Industrial,7.8,,,SP881146789,Category 42,120.0,3.6,2.6,3.1,120.0
,,,,PSS,64.0,,IBK8685PTB,2025-05-20 06:58:04.092,Category 19,Prod Category 21,18,IBK8685PTB,22.0,11.0,Standard,7.8,,9.9,SP881328295,Category 38,80.0,2.3,1.1,1.6,80.0
,,,,PSS,4.9,18.0,IWO68S688W6,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO68S688W6,12.0,,Industrial,600.0,,,SP887870808,Category 17,600.0,4.5,3.5,4.0,
,,,,PSS,171.0,,ISYW3164,2025-05-20 06:58:04.092,Category 44,Prod Category 15,51,,151.0,,Standard,5.9,,,SP887168134,Category 30,150.0,5.0,3.0,4.0,
15000.0,4000.0,,,PSS,120.0,400.0,IWW871P83P X,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,IWW871P83P X,188.0,,Industrial,1.5,,,SP888648068,Category 33,40.0,4.0,2.0,3.18,
564.0,202.0,,,PSS,,14.7,VBS285P,2025-05-20 06:58:04.092,Category 28,Prod Category 15,15,VBS285P,,,Automotive,,,36.0,SP888510041,Category 32,30.0,2.0,1.2,,
,,,,PSS,50.0,211.0,IWK68S838Q0,2025-05-20 06:58:04.092,Category 45,Prod Category 15,52,IWK68S838Q0,107.0,,Industrial,40.0,,,SP887596583,Category 5,600.0,4.0,3.0,3.5,
,,,,PSS,60.0,230.0,IWF68S831QW,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF68S831QW,150.0,,Non-Automotive,45.0,,,SP888860739,Category 12,600.0,3.5,2.5,,
,,,TLS205B0EJ V50,PSS,,,EVOT_RUTR_MQ34V_2NF,2025-05-20 06:58:04.092,,,51,EVOT_RUTR_MQ34V_2NF,,,,,,,SP881192587,,,,,,
,,,,PSS,122.0,488.0,IWR862P71P1,2025-05-20 06:58:04.092,Category 48,Prod Category 21,51,IWR862P71P1,47.0,,Industrial,6.3,,,SP881120123,Category 38,150.0,4.6,3.0,3.8,150.0
,,,,PSS,10.0,24.0,IWM68S268WYM0B,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S268WYM0B,,,Standard,360.0,,,SP882961366,Category 19,600.0,4.5,3.5,4.0,600.0
,,,,PSS,17.0,,IST128PB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,,,22.7,Standard,100.0,,150.0,SP887102923,Category 30,100.0,2.0,1.0,1.5,
,,,,PSS,1.9,3.8,IWA48S2N2W0,2025-05-20 06:58:04.092,Category 15,Prod Category 15,52,IWA48S2N2W0,5.8,,Non-Automotive,3300.0,,,SP887626334,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,17.2,,ISY4772WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,24.0,Standard,5.6,,6.8,SP887111023,Category 30,30.0,2.2,1.5,1.85,
,,,,PSS,414.0,,IST38V589,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,,,180.0,Standard,1.25,,1.6,SP887106314,Category 53,40.0,2.4,1.0,1.7,
,,,,PSS,-11.0,,ISY0353,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,75.0,,Standard,13.5,,22.0,SP887162148,Category 30,-30.0,-2.5,-1.0,-1.75,
,,,,PSS,-10.5,,ISY0538,2025-05-20 06:58:04.092,Category 29,Prod Category 9,15,,73.0,,Standard,15.0,,25.0,SP887113733,Category 30,-40.0,-3.0,-1.0,-2.0,
,,,,PSS,9.0,20.0,IWI18S299QW,2025-05-20 06:58:04.092,Category 14,Prod Category 15,52,IWI18S299QW,17.0,,Non-Automotive,,,,SP887789115,Category 12,500.0,3.5,2.5,,
,,,1 Independent,PSS,,,IMM82BX68Q,2025-05-20 06:58:04.092,Category 8,Prod Category 31,52,,,,Industrial,,,,SP887625493,Category 27,,,,,
,,,,PSS,137.0,,IWM852P82TY5B,2025-05-20 06:58:04.092,Category 8,,15,IWM852P82TY5B,50.0,24.0,Standard,2.35,,3.5,SP881974606,Category 54,30.0,2.35,1.35,1.85,30.0
2890.0,780.0,,,PSS,80.0,320.0,IWV860P84P2 X,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,IWV860P84P2 X,42.0,,Industrial,6.7,,,SP888332626,Category 33,80.0,3.5,2.0,2.8,
,,,,PSS,2.5,,ISY0318,2025-05-20 06:58:04.092,Category 29,Prod Category 15,51,,26.0,,Standard,170.0,,,SP887119464,Category 30,200.0,5.5,3.0,4.25,
,,,,PSS,-15.0,,ISY0351,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,87.0,Standard,,,8.2,SP887111276,Category 30,-20.0,-1.2,-0.45,-0.83,
1600.0,250.0,,,PSS,40.0,160.0,VBK8483TB,2025-05-20 06:58:04.092,Category 19,Prod Category 21,51,VBK8483TB,30.0,12.0,Standard,9.6,,13.5,SP887634274,Category 48,100.0,2.3,1.1,1.7,
,,,,PSS,13.0,36.0,IWMM68S798X0,2025-05-20 06:58:04.092,Category 6,Prod Category 15,52,IWMM68S798X0,18.0,,Industrial,190.0,,,SP887625433,Category 16,600.0,4.0,3.0,3.5,
,,,,PSS,34.0,,ISYJ0957,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,,,9.3,Standard,8.5,,12.5,SP887116185,Category 53,30.0,2.35,1.35,1.8,
,,,,PSS,-13.0,,ISY6571B,2025-05-20 06:58:04.092,Category 3,,51,,44.0,,Standard,290.0,,,SP887117734,Category 30,-150.0,-4.0,-2.0,-3.0,
,,,,PSS,3.6,,ISY0248,2025-05-20 06:58:04.092,Category 29,Prod Category 15,18,,15.0,,Standard,73.0,,,SP887111548,Category 30,80.0,4.0,2.0,3.0,
,,,,PSS,43.0,,ISY2371B,2025-05-20 06:58:04.092,Category 3,,18,,133.3,,Standard,42.0,,,SP887167125,Category 30,150.0,4.0,2.0,3.0,
,,,,PSS,19.0,42.0,IWMM68S708QYM0,2025-05-20 06:58:04.092,Category 6,Prod Category 19,52,IWMM68S708QYM0,23.0,,Industrial,170.0,,,SP881868118,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,-24.0,,ISYJL9227,2025-05-20 06:58:04.092,Category 19,,15,,,16.0,Standard,14.6,,,SP887116178,Category 30,-30.0,-2.4,-1.3,-1.8,
,,,,PSS,5.7,15.7,IWO68S018E6,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO68S018E6,17.2,,Non-Automotive,750.0,,,SP888435348,Category 15,600.0,3.5,2.5,,
,,,,PSS,9.0,26.0,IWP68S268W0B,2025-05-20 06:58:04.092,Category 30,Prod Category 15,52,IWP68S268W0B,13.0,,Standard,360.0,,,SP887647954,Category 18,600.0,4.0,2.0,3.5,
,,,,PSS,96.0,495.0,IWF61S855QYM0O,2025-05-20 06:58:04.092,Category 50,Prod Category 19,52,IWF61S855QYM0O,,,Automotive,22.0,,,SP882092586,Category 10,650.0,4.5,3.5,4.0,650.0
,,,,PSS,2.6,,ISYT3271,2025-05-20 06:58:04.092,Category 30,,15,,12.0,,Standard,185.0,,,SP887113984,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,59.0,236.0,VBQ819P83TB6,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ819P83TB6,9.4,4.6,Industrial,5.9,,8.4,SP887640815,Category 42,40.0,2.3,1.3,1.78,40.0
3230.0,378.0,,,PSS,83.0,332.0,IWI777P71P2 X,2025-05-20 06:58:04.092,Category 14,Prod Category 15,51,IWI777P71P2 X,41.0,,Industrial,11.1,,,SP888648525,Category 33,150.0,4.0,2.0,3.0,
,,,,PSS,7.3,,ISY0249,2025-05-20 06:58:04.092,Category 29,,18,,23.0,,Standard,58.0,,98.0,SP887103933,Category 30,30.0,,1.0,,
6300.0,1100.0,,,PSS,80.0,320.0,IWW815P86T2 X,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,IWW815P86T2 X,,37.0,Industrial,5.0,,8.3,SP888648485,Category 33,60.0,2.2,1.2,1.7,
,,,,PSS,138.0,,IWV821P75PL6,2025-05-20 06:58:04.092,Category 3,,51,IWV821P75PL6,58.0,,Industrial,3.5,,,SP881977817,Category 42,120.0,3.6,2.6,3.1,120.0
,,,,PSS,29.0,82.0,IWMC61S899QYM0O,2025-05-20 06:58:04.092,Category 22,,52,IWMC61S899QYM0O,39.0,,Automotive,99.0,,,SP881120108,Category 10,650.0,4.5,3.5,4.0,650.0
,,,,PSS,196.0,,ILR61S855L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILR61S855L7J,,,Industrial,,22.0,,SP881076477,Category 25,650.0,,,,650.0
,,,,PSS,50.0,200.0,IWO842P78PL1B,2025-05-20 06:58:04.092,Category 39,Prod Category 21,51,IWO842P78PL1B,30.0,,Standard,8.3,,,SP887912865,Category 38,100.0,3.8,2.2,3.0,100.0
